timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
15402,17.45,299.14,953.43,7210.0,4620.0,33442.5
15431,22.2,299.88,951.11,5915.0,5232.5,33740.0
15460,28.55,301.58,949.4,8977.5,2905.0,30520.0
15489,32.45,303.78,947.33,15995.0,1575.0,31990.0
15518,36.11,305.73,940.62,13860.0,6510.0,40022.5
15547,43.92,306.95,931.96,840.0,12810.0,42752.5
15577,52.58,305.98,928.42,-3220.0,5040.0,41895.0
15606,65.39,303.66,928.91,1470.0,-8312.5,45430.0
15636,90.77,303.9,928.3,-2222.5,-6055.0,34440.0
15665,120.66,306.59,928.05,-7140.0,-1872.5,14437.5
15693,147.13,310.37,928.05,-1977.5,-2117.5,542.5
15722,168.97,314.64,925.49,-5110.0,2362.5,-12967.5
15751,182.63,317.2,923.17,-9415.0,5267.5,-21682.5
15780,189.95,317.2,923.42,-10080.0,4935.0,-25515.0
15809,193.13,315.61,925.0,-10027.5,4042.5,-29872.5
15838,192.39,312.81,927.57,-9327.5,-2467.5,-33635.0
15867,189.71,309.03,930.37,-6860.0,-5057.5,-34685.0
15896,185.44,305.73,932.81,-9292.5,2047.5,-35945.0
15925,177.88,302.68,936.47,-8732.5,857.5,-36680.0
15954,168.85,300.49,940.62,-5460.0,-3080.0,-34545.0
15983,161.53,298.78,943.91,-6107.5,1487.5,-33075.0
16011,154.7,296.95,945.99,-7945.0,3045.0,-36155.0
16040,145.91,294.14,947.7,-9327.5,997.5,-38325.0
16069,136.4,290.36,949.04,-10272.5,1417.5,-39235.0
16098,125.17,285.72,949.77,-12687.5,2852.5,-42962.5
16127,106.87,278.16,952.82,-13930.0,4987.5,-44922.5
16156,78.81,268.03,957.58,-8435.0,2835.0,-37922.5
16185,44.16,257.05,960.87,-4287.5,420.0,-20352.5
16214,10.98,246.44,964.04,-2817.5,2012.5,2100.0
16243,-13.91,237.17,966.73,472.5,3937.5,19337.5
16273,-29.28,229.6,967.09,700.0,2117.5,27457.5
16302,-36.6,223.99,968.19,-1137.5,1505.0,29382.5
16331,-40.26,220.09,970.39,-857.5,1802.5,29207.5
16360,-44.29,216.43,971.49,-2992.5,4287.5,31342.5
16389,-47.09,212.65,973.56,-3692.5,4182.5,34807.5
16418,-47.7,209.11,976.49,3885.0,-4077.5,33792.5
16447,-48.8,205.69,977.1,9152.5,-8505.0,37957.5
16476,-47.09,203.13,974.05,4602.5,-1085.0,46252.5
16505,-40.02,200.93,970.75,-2852.5,5810.0,48037.5
16534,-31.84,197.64,971.61,-1032.5,752.5,46760.0
16563,-22.81,192.64,974.78,2747.5,-3552.5,48965.0
16592,-9.88,187.39,977.95,3710.0,3937.5,50960.0
16621,8.17,184.34,979.05,2887.5,9415.0,48072.5
16651,31.48,185.56,978.2,4200.0,-17.5,32217.5
16680,56.12,189.22,976.98,5880.0,-7472.5,11480.0
16709,75.76,193.86,975.15,2572.5,-3307.5,-980.0
16738,90.04,198.01,974.05,-1050.0,2257.5,-7577.5
16767,100.53,200.57,973.68,-297.5,-805.0,-13877.5
16796,106.99,201.54,973.32,0.0,-3167.5,-18812.5
16825,110.29,201.3,972.34,-1942.5,-455.0,-19967.5
16854,111.75,200.45,971.85,-3220.0,1557.5,-20755.0
16883,112.48,199.59,972.1,-2012.5,805.0,-22417.5
16912,112.12,200.32,971.85,-2397.5,210.0,-24920.0
16941,110.17,201.3,971.97,-6230.0,5635.0,-25357.5
16970,107.73,201.79,974.54,-5355.0,7857.5,-23852.5
16999,106.87,202.03,977.95,-2275.0,4305.0,-26915.0
17027,104.8,201.54,980.76,-2292.5,4340.0,-31500.0
17056,99.19,200.69,983.69,-1750.0,3587.5,-33495.0
17085,92.35,199.1,986.61,-437.5,2415.0,-34335.0
17114,84.91,197.64,988.08,2275.0,-787.5,-37800.0
17143,74.79,195.57,988.32,2065.0,-3185.0,-41895.0
17172,60.51,192.88,988.44,5407.5,-7035.0,-43207.5
17201,41.72,189.59,986.25,5197.5,-5512.5,-40547.5
17230,18.42,186.29,982.1,192.5,2082.5,-33005.0
17259,-8.54,182.27,978.44,-3972.5,4147.5,-23205.0
17288,-36.11,177.14,976.98,-5460.0,2502.5,-8785.0
17317,-59.29,172.26,977.71,-4340.0,-87.5,4655.0
17347,-76.62,167.87,979.9,-2397.5,-1522.5,12110.0
17376,-89.91,164.7,982.22,805.0,-5372.5,18567.5
