acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
161.65,364.78,933.42,-2275.0,630.0,-16940.0
162.14,364.66,933.18,-2047.5,0.0,-18462.5
162.02,364.41,932.57,-1995.0,-1050.0,-19880.0
161.53,364.05,931.96,-2747.5,-1260.0,-21000.0
160.67,363.32,932.08,-3710.0,-700.0,-22032.5
159.33,362.34,932.81,-3902.5,350.0,-22540.0
157.38,361.12,934.03,-3745.0,1417.5,-22785.0
155.06,359.78,935.5,-2817.5,1365.0,-23170.0
152.38,358.44,936.59,-1627.5,472.5,-23397.5
149.57,357.22,937.69,-1505.0,752.5,-23642.5
146.52,355.87,938.67,-1732.5,1137.5,-24097.5
142.98,354.53,939.64,-892.5,140.0,-24307.5
139.08,353.07,940.62,35.0,-455.0,-24202.5
134.81,351.48,941.84,385.0,-87.5,-23782.5
129.93,349.9,942.82,542.5,472.5,-23310.0
124.2,347.94,943.79,770.0,350.0,-22382.5
117.73,345.99,945.01,1680.0,-560.0,-21332.5
110.65,343.8,946.35,3237.5,-1575.0,-19862.5
102.97,341.84,947.57,4077.5,-1750.0,-17832.5
94.92,339.77,948.43,4532.5,-1050.0,-15400.0
86.5,337.7,949.4,4375.0,315.0,-12075.0
77.84,335.62,950.38,5022.5,875.0,-8277.5
69.3,334.04,951.11,6912.5,350.0,-4322.5
61.49,332.82,950.99,7962.5,105.0,-402.5
54.9,331.96,950.26,6860.0,2065.0,3342.5
49.04,331.6,949.53,5600.0,4060.0,6632.5
43.8,331.47,949.16,6387.5,3815.0,9747.5
39.16,332.08,948.43,8172.5,2712.5,12390.0
35.38,332.94,946.48,8855.0,1872.5,14700.0
32.7,334.28,943.06,7717.5,1330.0,16607.5
30.99,335.74,939.4,5582.5,1155.0,18147.5
30.13,337.33,936.23,4060.0,875.0,19407.5
29.89,339.04,933.67,3360.0,35.0,20422.5
30.26,340.87,931.35,3237.5,-1085.0,21192.5
31.23,342.94,928.79,3097.5,-2205.0,21735.0
32.94,345.02,925.98,2152.5,-2922.5,22365.0
35.38,346.85,923.54,385.0,-2817.5,22645.0
38.43,348.68,921.83,-840.0,-2800.0,22575.0
41.6,350.26,920.61,-1172.5,-3360.0,22470.0
45.02,351.85,919.64,-980.0,-4392.5,22295.0
48.92,353.31,918.54,-1330.0,-5092.5,22032.5
53.44,354.53,917.81,-2870.0,-4375.0,21840.0
58.32,355.75,917.81,-3377.5,-3290.0,21280.0
62.95,356.97,917.93,-2712.5,-3360.0,21000.0
67.95,358.19,917.2,-2975.0,-2817.5,21035.0
73.93,359.53,916.34,-4742.5,-1732.5,20580.0
81.5,361.24,915.85,-5320.0,-1137.5,19915.0
90.65,363.8,915.24,-4847.5,-1277.5,17885.0
101.02,366.37,914.02,-5722.5,-2152.5,14157.5
112.0,368.81,913.29,-7997.5,-2572.5,9345.0
122.61,370.88,913.9,-8855.0,-2555.0,3500.0
131.76,372.1,914.76,-7070.0,-4987.5,-1155.0
140.06,373.08,915.24,-6282.5,-6300.0,-4585.0
147.74,373.69,915.61,-8172.5,-4742.5,-8225.0
154.33,373.81,916.71,-10010.0,-3272.5,-11410.0
159.45,373.2,918.78,-10517.5,-2117.5,-13772.5
163.36,372.22,921.83,-9642.5,-1610.0,-16152.5
166.29,370.88,924.76,-7910.0,-2117.5,-18235.0
168.24,368.93,927.44,-7315.0,-665.0,-20072.5
169.09,366.49,930.13,-7647.5,1295.0,-20772.5
169.09,363.8,933.06,-6842.5,1207.5,-21472.5
168.36,361.12,935.98,-4445.0,-455.0,-22715.0
167.14,358.8,937.94,-2310.0,-2222.5,-23940.0
165.68,356.61,938.91,-2117.5,-2047.5,-24307.5
164.09,354.41,940.13,-4235.0,1540.0,-24307.5
162.02,352.34,942.08,-4865.0,4235.0,-24482.5
159.09,350.14,944.28,-2747.5,3062.5,-24710.0
155.67,348.19,945.62,-927.5,1400.0,-25147.5
152.01,346.11,946.72,-857.5,1505.0,-25427.5
147.62,343.92,947.7,-577.5,2537.5,-24972.5
142.74,341.6,948.43,-297.5,2975.0,-24045.0
137.37,339.28,948.79,-192.5,3027.5,-23240.0
131.52,337.21,949.16,0.0,2380.0,-22522.5
125.42,335.01,949.4,507.5,1855.0,-21630.0
118.46,333.06,949.77,910.0,1697.5,-20387.5
110.9,330.86,950.14,1610.0,1137.5,-18200.0
103.09,328.67,950.38,2187.5,892.5,-15732.5
95.28,326.72,950.38,1925.0,1365.0,-13405.0
87.23,324.64,950.38,1785.0,1190.0,-11130.0
79.06,322.69,950.87,2782.5,350.0,-8347.5
70.76,320.86,951.6,3430.0,385.0,-4760.0
62.95,319.15,952.09,3885.0,1487.5,-805.0
55.75,317.81,952.33,4130.0,2380.0,3115.0
49.29,316.83,952.33,4515.0,2677.5,6545.0
43.68,316.1,952.09,5110.0,2205.0,9257.5
38.8,315.74,951.36,5775.0,1400.0,11970.0
34.77,315.49,950.14,5722.5,1365.0,14507.5
31.72,315.49,948.79,4480.0,1995.0,16835.0
29.65,315.61,947.82,3727.5,2327.5,18847.5
28.3,315.98,947.45,4235.0,2030.0,20597.5
27.69,316.35,947.21,4725.0,1610.0,22172.5
27.57,316.96,946.84,4602.5,1295.0,23275.0
27.82,317.32,946.84,4480.0,1750.0,24955.0
28.79,317.81,947.09,4935.0,2695.0,26442.5
30.5,318.42,947.21,5442.5,3150.0,27422.5
32.45,319.52,946.72,6317.5,1942.5,27632.5
35.01,320.74,945.87,6562.5,472.5,27702.5
38.06,321.96,945.01,6230.0,210.0,27755.0
41.48,323.42,944.28,5127.5,1732.5,27912.5
44.9,324.89,944.04,5320.0,2012.5,28000.0
48.8,326.59,943.55,6667.5,455.0,28175.0
53.44,328.42,942.57,7087.5,0.0,27720.0
58.8,330.25,941.35,6002.5,1032.5,26827.5
64.29,332.33,940.25,5670.0,1295.0,25305.0
69.66,334.4,938.79,5915.0,192.5,24290.0
75.4,336.72,937.08,5302.5,35.0,23362.5
81.62,339.16,935.37,4410.0,1032.5,22295.0
88.33,341.97,933.91,3727.5,1172.5,20772.5
95.65,344.77,932.57,3885.0,297.5,18830.0
103.46,347.94,931.47,3920.0,297.5,16572.5
112.0,351.36,930.37,2992.5,1732.5,14070.0
120.9,354.9,929.4,1662.5,3622.5,11007.5
129.69,358.44,928.54,1050.0,4182.5,6947.5
137.86,361.97,927.69,1365.0,2310.0,2187.5
145.06,365.02,926.47,1592.5,-17.5,-2520.0
151.04,367.46,925.37,1032.5,-700.0,-6370.0
155.92,369.29,924.52,17.5,70.0,-9117.5
159.58,370.76,924.03,-892.5,962.5,-11550.0
162.26,371.86,923.66,-1015.0,682.5,-13825.0
163.85,372.59,923.54,-1207.5,402.5,-15977.5
164.58,372.95,923.78,-1435.0,857.5,-17587.5
164.46,372.95,924.39,-770.0,1400.0,-18392.5
163.85,372.83,924.88,-420.0,1260.0,-19600.0
162.87,372.95,925.13,-770.0,1085.0,-21192.5
161.16,372.83,925.13,-805.0,560.0,-22382.5
158.84,372.47,925.25,-962.5,682.5,-22837.5
156.16,372.1,925.0,-1277.5,1330.0,-23117.5
153.23,371.73,924.64,-2187.5,1855.0,-23362.5
150.06,371.25,924.52,-2432.5,1785.0,-23747.5
146.77,370.64,924.64,-2222.5,1400.0,-24080.0
143.47,370.15,924.76,-2520.0,1470.0,-24447.5
140.06,369.54,925.13,-2660.0,1417.5,-24990.0
136.15,368.93,925.86,-2415.0,910.0,-25112.5
131.76,367.95,926.71,-1662.5,735.0,-24955.0
127.0,366.85,927.32,-1540.0,717.5,-24657.5
121.76,365.63,927.93,-1680.0,770.0,-24027.5
116.39,364.29,928.42,-1697.5,1137.5,-22960.0
111.02,362.95,929.27,-1785.0,1785.0,-21945.0
105.29,361.85,930.13,-1680.0,1925.0,-21245.0
99.06,360.63,930.86,-1032.5,875.0,-20475.0
92.6,359.53,931.35,-175.0,-140.0,-19355.0
85.89,358.44,931.59,-87.5,52.5,-17727.5
79.06,356.97,932.08,-770.0,1295.0,-15907.5
71.98,355.39,932.57,-630.0,4200.0,-13527.5
64.66,353.8,933.06,-2047.5,3972.5,-12075.0
56.85,352.09,933.79,-1015.0,2135.0,-9555.0
49.04,350.38,934.76,350.0,857.5,-6790.0
41.48,348.55,935.86,1347.5,1172.5,-3447.5
34.16,346.97,936.72,1855.0,1697.5,70.0
27.33,345.63,937.2,1750.0,2187.5,3535.0
21.23,344.65,937.94,2100.0,1890.0,6405.0
15.86,343.8,938.55,2905.0,1295.0,9152.5
11.47,343.31,939.03,3745.0,1295.0,11795.0
8.3,343.06,939.03,3692.5,2047.5,13895.0
5.73,343.06,938.67,3587.5,2380.0,15522.5
4.03,343.06,938.06,3797.5,1942.5,16905.0
2.68,343.31,937.2,4410.0,1295.0,18410.0
1.71,343.67,935.98,4357.5,1365.0,20160.0
1.71,344.28,934.52,3185.0,2030.0,21752.5
2.2,345.26,933.18,2030.0,2590.0,22767.5
3.29,346.36,932.2,2012.5,1120.0,23100.0
4.88,347.46,931.23,2607.5,-770.0,23205.0
6.95,348.68,930.13,2485.0,-1452.5,23327.5
9.27,349.9,928.91,1557.5,-1452.5,23660.0
11.96,351.12,927.93,595.0,-1050.0,23992.5
14.88,352.21,927.2,437.5,-1382.5,23992.5
18.18,353.19,926.59,455.0,-2135.0,23712.5
21.59,354.29,925.98,402.5,-2922.5,23205.0
24.89,355.26,925.25,647.5,-2905.0,23485.0
28.55,356.24,924.39,-770.0,-1085.0,24342.5
32.82,357.22,923.66,-1750.0,-1155.0,23677.5
37.58,357.95,923.3,-1820.0,-2800.0,22347.5
42.46,358.68,923.3,-1575.0,-4322.5,21105.0
47.58,359.41,923.66,-1505.0,-4287.5,20020.0
52.83,360.02,924.15,-1767.5,-4042.5,19232.5
58.19,360.51,924.64,-2030.0,-3815.0,18515.0
64.17,361.24,925.61,-1855.0,-3360.0,17465.0
70.76,361.97,926.59,-1540.0,-2887.5,16030.0
77.84,362.83,927.69,-1505.0,-2310.0,14350.0
85.16,363.68,928.91,-1522.5,-1522.5,12232.5
92.48,364.54,930.37,-1400.0,-1032.5,10045.0
99.8,365.51,932.2,-735.0,-507.5,7595.0
106.75,366.49,934.03,787.5,-735.0,4795.0
113.46,367.59,935.5,1802.5,-1172.5,2170.0
119.8,368.68,936.59,1977.5,-437.5,-560.0
125.17,369.78,937.2,2065.0,192.5,-3360.0
129.69,370.64,937.2,2677.5,-87.5,-5670.0
133.59,371.61,936.72,2730.0,-35.0,-7770.0
137.01,372.34,935.74,1837.5,455.0,-9992.5
139.57,373.08,934.76,1015.0,560.0,-11987.5
141.52,373.44,934.15,1225.0,682.5,-13667.5
142.98,373.93,933.42,1382.5,980.0,-15120.0
144.2,374.3,932.32,910.0,1155.0,-16747.5
145.06,374.78,931.35,367.5,1015.0,-18550.0
144.94,375.39,930.13,-87.5,227.5,-20440.0
143.47,375.64,928.66,-402.5,-962.5,-21665.0
141.15,375.52,926.96,-1260.0,-1715.0,-22137.5
138.47,374.91,925.86,-2992.5,-1137.5,-22172.5
135.54,373.81,925.98,-3850.0,-17.5,-22365.0
132.25,372.47,927.2,-3430.0,945.0,-21980.0
128.83,371.12,928.54,-2205.0,910.0,-21455.0
125.66,369.9,929.88,-1067.5,647.5,-21070.0
